REGON;RSPO;Nazwa placówki;Rodzaj placówki;Dzielnica;Adres placówki;Kod pocztowy;Telefony;E-mail;Dyrektor;Organ prowadzący;
22203893000000;122151;Prywatna Szkoła Policealna dla Dorosłych Twoja-Szkoła w Gdańsku;niepubliczna z upr.publ.;Siedlce;Skarpowa 3 ;80-145;58 302 01 81;"liceum.skarpowa3@wp.pl; gdansk@twoja-szkola.pl;";Beata Wilczek;Tomasz Kubala ;
36356416400000;130164;Prywatne Policealne Studium Zawodowe dla Dorosłych Omnibus w Gdańsku;niepubliczna z upr.publ.;Zaspa Rozstaje ;Zbigniewa Burzyńskiego 10;80-462;500 375 427;"biuro@szkolyomnibus.pl;";Alina Łucko;"Krzysztof Wojciechowski 
Dorota Wasiłek-Wojciechowska";
22215335800000;124670;Roczna Szkoła Policealna GoWork.pl w Gdańsku;niepubliczna bez upr.publ.;Oliwa;Polanki 124;80-308;690 898 761;"szkola@gowork.pl;";Aneta Galicka;Andrzej Kosieradzki;
22178159000000;86466;Roczna Szkoła Policealna Progres;niepubliczna bez upr.publ.;Śródmieście;Wały Jagiellońskie 28/30;80-853;58 305 35 29;"gdansk@progres-szkola.edu.pl;";Elżbieta Sawicka;Ogólnopolski Ośrodek Rozwoju Zawodowego Progres Sp. z o. o. ;
22177592200000;70638;Studium Bezpieczeństwa i Higieny Pracy Empiria;niepubliczna z upr.publ.;Oliwa;Czyżewskiego 30 a;80-336;"58 304 34 99
505 780 681";"sekretariat@empiria-gda.pl;";Alicja Boruc;Alicja Boruc;
36241381300000;128788;Szkoła Policealna dla Dorosłych OMEGA w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Górny;Ks. Leona Miszewskiego 12/13;80-239;58 351 32 09;"gdansk@szkolyomega.pl;";Lucyna Jakóbczak;Maria Gołęczyk;
22176451600000;43405;Szkoła Policealna Gdańskie Studium Administracji;niepubliczna z upr.publ.;Śródmieście;Św. Barbary 1 ;80-753;58 303 30 33;"b.prus@oswiatalingwista.eu; info@oswiatalingwista.eu;";Barbara Prus;Oświata-Lingwista Nadbałtyckie Centrum Edukacji Sp. z o. o. ;
36016613800000;126172;Szkoła Policealna GoWork.pl w Gdańsku;niepubliczna z upr.publ.;Oliwa;Polanki 124;80-308;690 898 761;"szkola@gowork.pl;";Aneta Galicka;Andrzej Kosieradzki;
22176581700000;43414;Szkoła Policealna Kosmetyczna Omega;niepubliczna z upr.publ.;Zaspa Młyniec;Pilotów 7 ;80-460;58 340 80 20;"omegagda@wp.pl;";Ewelina Domagała;Stowarzyszenie Charytatywno-Oświatowe Omega ;
22215337000000;124679;Szkoła Tradycyjnej Medycyny Chińskiej TOMO ;niepubliczna bez upr.publ.;Przymorze Wielkie;Czarny Dwór 4;80-365;602 793 886;"medycynaorientalna@medycynaorientalna.pl;";Roman Szymula;"Przedsiębiorstwo Produkcyjno-Usługowe  ""EXITO"" Sp. z o. o.";
36322916400000;129985;Szkoła Policealna nr 1;publiczna;Wrzeszcz Górny ;Jana Sobieskiego 90;80-216;58 344 00 90;"psr@psr.gda.pl; beata.wierzba@psr.gda.pl;";Beata Wierzba;Pomorska Izba Rzemieślnicza Małych i Średnich Przedsiębiorstw ;
22214596200000;124242;Policealna Szkoła Technik Audiowizualnych NUWAVE w Gdańsku;niepubliczna z upr.publ.;Brzeźno;Karola Chodkiewicza 22;80-506;58 305 46 17;"biuro@technik.edu.pl;";Bogumiła Jakimiak;Bogumiła Jakimiak ;
22205498100000;122567;Centrum Kształcenia Plejada Medyczna Szkoła Policealna w Gdańsku;niepubliczna z upr.publ.;Wrzeszcz Dolny;Aleja Legionów 7;80-441;58 341 02 82;"studium.novum@wp.pl;";Anna Pfliger;Bożena Sugalska ;
22177562600000;69777;Gdańskie Szkoły Medyczne;niepubliczna z upr.publ.;Śródmieście;Św. Barbary 1;80-753;58 303 30 33;"info@oswiatalingwista.eu;";Barbara Prus;Oświata Lingwista Nadbałtyckie Centrum Edukacji Sp. z o. o. ;
22177590000000;66472;Policealne Studium Farmaceutyczne;niepubliczna z upr.publ.;Orunia-św. Wojciech-Lipce;Smoleńska 5/7;80-058;58 309 05 06;"farmacja.orunia@wp.pl;";Barbara Mizerska;Społeczne Stowarzyszenie Prasoznawcze Stopka im. Stanisława Zagórskiego w Łomży;
22177721700000;70606;Studium Medyczne TEB Edukacja;niepubliczna z upr.publ.;Wrzeszcz Górny ;Romana Dmowskiego 16 A;80-264;58 321 71 21;"gdansk@teb.pl; gdansk@teb-edukacja.pl;";Magdalena Chmurzyńska;TEB Edukacja Sp. z o.o. ;
36018363900000;126203;Szkoła Medyczna GoWork.pl w Gdańsku;niepubliczna z upr.publ.;Oliwa;Polanki 124;80-308;690 898 761;"szkola@gowork.pl;";Aneta Galicka;Andrzej Kosieradzki;
22177560300000;69772;Szkoła Policealna Gdańskie Studium Farmaceutyczne;niepubliczna z upr.publ.;Śródmieście  ;Św. Barbary 1;80-753;58 305 03 03;"b.prus@oswiatalingwista.eu; info@oswiatalingwista.eu;";Barbara Prus;Oświata-Lingwista Nadbałtyckie Centrum Edukacji Sp. z o. o. ;
22189863600000;115026;Szkoła Policealna Studium Pracowników Medycznych i Społecznych;niepubliczna z upr.publ.;Siedlce ;Jacka Malczewskiego 51;80-107;58 303 30 30;"info@oswiatalingwista.eu;";Elżbieta Werkowska-Szylin;Oświata-Lingwista Nadbałtyckie Centrum Edukacji Sp. z o. o. ;
22215267200000;124641;Niepubliczna Szkoła Przysposabiająca do Pracy w Gdańsku ;niepubliczna z upr.publ.;Przymorze;Jagielońska 11;80-371;58 342 01 33;"sekretariat@psoni.gda.pl; biuro.edukacja@psoni.gda.pl;";Luiza Lipińska;Polskie Stowarzyszenie na rzecz Osób z Niepełnosprawnością Intelektualną Koło w Gdańsku;
22173817000000;11821;Technikum TEB Edukacja;niepubliczna z upr.publ.;Wrzeszcz Górny ;Romana Dmowskiego 16 A;80-264;58 321 71 21;"gdansk@teb.pl; gdansk@teb-edukacja.pl;";Maria Baczyńska;TEB Edukacja Sp. z o.o. ;
22178096900000;86228;Technikum Nr 1;publiczna;Wrzeszcz Górny ;Jana Sobieskiego 90 ;80-216;58 341 22 01;"psr@psr.gda.pl;";Beata Wierzba;Pomorska Izba Rzemieślnicza Małych i Średnich Przedsiębiorstw ;
22178093000000;86229;Branżowa Szkoła I stopnia nr 1 ;publiczna;Wrzeszcz Górny;Jana Sobieskiego 90 ;80-216;58 341 22 01;"psr@psr.gda.pl;";Beata Wierzba;Pomorska Izba Rzemieślnicza Małych i Średnich Przedsiębiorstw ;
